stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_desc,wheelchair_boarding,platform_code,location_type,parent_station,stop_timezone,stop_url,tts_stop_name,zone_id,alias,stop_area,authority,lest_x,lest_y,kommentaar,kovde_oigusakt
28672,8400925-1,Tartu,58.3645737,25.6213968,Viiratsi suunas,,,0,,,,,ViljandiLinn,,Viljandi linn,Viljandimaa,,,,
26080,7820054-1,Ihaste tee II,58.3600697,26.759602,Ihaste suunas,,,0,,,,,TartuLinn,,Tartu linn,Tartu linn,6472160.871,661487.708,,
28278,4400678-1,Saka mõis,59.4375598,27.1783114,Aa mõisa sauunas,,,0,,,,,,,Jõhvi vald,Ida-Virumaa,6593130.499,680288.062,,
23416,8400323-1,Kõrgenõmme,58.2851627,25.4357891,Heimtali suunas,,,0,,,,,,,Viljandi vald,Viljandimaa,,,,
24752,8400114-1,Kuiavere,58.5302471,25.5995496,Tääksi suunas,,,0,,,,,,,Põhja-Sakala vald,Viljandimaa,,,,
30231,6500396-1,Naha,58.1787656,27.4375304,Kalsa suunas,,,0,,,,,,,Räpina vald,Põlvamaa,6453826.599,702162.14,,
32539,4400115-1,Erra,59.3688427,26.9883237,Sämi suunas,,,0,,,,,,,Lüganuse vald,Ida-Virumaa,6584987.36,669859.399,,
31780,6700911-1,Sindi kalmistu,58.3981459,24.6438427,Tammeoja suunas,,,0,,,,,PärnuMVLL,,Tori vald,Pärnumaa,6473260.079,537646.04,,
1125,08302-1,Marja,59.4212674,24.6969333,,,,0,,,,,Harju1,,Kristiine,Tallinna linn,6587248.909,539566.12,,
5573,19504-1,Kallavere kauplus,59.4839913,25.0186655,,,,0,,,,,Harju2,,Maardu linn,Harjumaa,6594469.5,557724.125,,Maardu Linnavolikogu 25.04.2023 määrus nr 40
21322,7400364-1,Liivaranna,58.5616294,22.3648464,,,,0,,,,,,,Saaremaa vald,Saaremaa,6492447.95,404842.98,,
24152,8600307-1,Leoski,57.7104317,27.141752,Holdi suunas,,,0,,,,,,,Rõuge vald,Võrumaa,6400868.469,687222.92,,
149230,7820176-2,Palmihoone,58.3840726,26.7221444,,,,0,,,,,,,Tartu linn,Tartu linn,6474742.499,659188.5,,
27847,8600600-1,Saetamme,57.8223076,27.3583083,Obinitsa suunas,,,0,,,,,,,Võru vald,Võrumaa,6413938.819,699493.88,,
116332,5900908-1,Vatku,59.5379328,25.8130642,,,,0,,,,,Viru2,,Haljala vald,Lääne-Virumaa,6601427.0,602568.875,541a/post puudub (30.01.2018),Haljala VV määrus 4.07.2018 nr 332
21877,6700702-1,Munalaiu tee,58.2636796,24.1189023,,,,0,,,,,,,Pärnu linn,Pärnumaa,6458109.019,506978.97,,
26398,7820220-1,Riiamäe,58.3729612,26.7228707,Kesklinn suunas,,,0,,,,,TartuLinn,,Tartu linn,Tartu linn,6473507.67,659281.172,,
20887,5100587-1,Viisu,58.9466406,25.6621428,,,,0,,,,,tartu1,,Paide linn,Järvamaa,6535357.349,595664.79,,
146117,23517-1,Mardi,59.2428082,24.2978554,,,,0,,,,,Harju4A,,Lääne-Harju vald,Harjumaa,6567200.599,516998.299,uus sügis 2019,Lääne-Harju Vallavalitsus 22.09.2020 määrus nr 7
130009,43168-1,Oomi,59.4026643,24.8127294,,,,0,,,,,Harju2,,Kesklinn,Tallinna linn,6585250.58,546164.878,,
24153,8600487-1,Petruse,57.7082278,27.1820797,Leoski suunas,,,0,,,,,,,Võru vald,Võrumaa,6400736.56,689635.97,,
28594,8400843-1,Saeveski,58.3569752,25.5638909,Pärnu suunas,,,0,,,,,ViljandiLinn,,Viljandi linn,Viljandimaa,,,,
149686,8200844-1,Konnaoja,57.7778658,26.0273733,,,,0,,,,,,,Valga vald,Valgamaa,6405816.8,620613.8,,
22328,7800831-1,Saksa,58.3506848,27.385827,Möldri suunas,,,0,,,,,,,Räpina vald,Põlvamaa,6472795.499,698157.938,,
28790,6700305-1,Kiviniidu,58.2249664,24.7037991,,,,0,,,,,,,Saarde vald,Pärnumaa,6454007.999,541354.0,,
28908,7000139-1,Kaaritsa,58.8522409,24.6975754,,,,0,,,,,Rapla3,,Rapla vald,Raplamaa,6523866.499,540261.75,"endine Karitsa, muudetud 03.09.2019",Raikküla VV määrus 11.01.2016 nr 2
134681,4400964-1,Filtri,59.3989163,27.7482345,Sadama suunas,,,0,,,,,,,Sillamäe linn,Ida-Virumaa,6590501.199,712826.0,,
20048,6701199-1,Vändra,58.6551625,25.0413019,,,,0,,,,,,,Vändra alev,Pärnumaa,6502175.0,560439.937,,
132791,6500966-1,Aksi,58.1785309,26.7964985,Liiva suunas,,,0,,,,,,,Kanepi vald,Põlvamaa,6452048.5,664488.312,,
144541,7400970-1,Koikla teerist,58.4711883,22.7824786,,,,0,,,,,,,Saaremaa vald,Saaremaa,6481859.499,428960.937,,
881,02801-1,Keemia,59.3970067,24.6687761,,,,0,,,,,Harju1,Mustamäe,Mustamäe,Tallinna linn,6584530.03,537994.59,,
92446,6500690-1,Toolamaa,58.1033894,27.3767618,Vabriku suunas,,,0,,,,,,,Räpina vald,Põlvamaa,6445260.5,699013.812,,
22505,8401134-1,Väike-Taari,58.313771,25.880968,Viljandi suunas,,,0,,,,,,,Viljandi vald,Viljandimaa,,,,
123181,7000174-1,Kirikuvärava,58.910687,24.432898,,,,0,,,,,Rapla3,Märjamaa,Märjamaa vald,Raplamaa,6530247.728,524943.708,13.03.18 2 toru,Märjamaa VV määrus 07.10.2015 nr 882
11832,21599-1,Kooli,59.4281054,24.5366456,,,,0,,,,,Harju2,Tabasalu,Harku vald,Harjumaa,6587926.999,530460.437,"KP, endine Nooruse",Harku VV korraldus 9.juuni 2020 nr 305
32074,4400530-1,Oonurme,59.1149669,26.9259256,Tudulinna suunas,,,0,,,,,Viru7,,Alutaguse vald,Ida-Virumaa,6556576.78,667548.14,,
13358,04406-1,Vana-Pääsküla,59.3544852,24.6301724,Maakonnaliinide peatus,,,0,,,,,Harju1,,Nõmme,Tallinna linn,6579772.0,535846.0,,
838,01501-1,Autobussikoondis,59.4098463,24.662698,,,,0,,,,,Harju1,,Mustamäe,Tallinna linn,6585956.919,537635.16,,
32819,4900202-1,Kose,58.7454549,26.2011147,,,,0,,,,,,,Põltsamaa vald,Jõgevamaa,,,,
34235,4490006-1,Jõhvi,59.3555781,27.4054473,Rong Narva suunas,,,0,,,,,,Jõhvi,Jõhvi linn,Ida-Virumaa,6584641.5,693625.0,,
31171,4900592-1,Sulustvere,58.6864833,26.1023905,Põltsamaa suunas,,,0,,,,,,,Põltsamaa vald,Jõgevamaa,,,,
130727,6500881-1,Liivakalda,57.9456522,26.5975559,,,,0,,,,,,,Kanepi vald,Põlvamaa,6425659.999,653796.875,,
32219,4420186-1,Viimistlusvabriku,59.3536081,28.1736098,,,,0,,,,,,,Narva linn,Narva linn,,,,
25228,8400810-1,Roti,58.2011658,25.8627959,Kärstna suunas,,,0,,,,,,,Viljandi vald,Viljandimaa,,,,
21380,7400721-1,Sõõru,58.4903616,22.2365538,,,,0,,,,,,,Saaremaa vald,Saaremaa,6484702.039,397170.05,,
23142,7800024-1,Alalooga,58.1740259,26.4015849,Hellenurme suunas,,,0,,,,,,,Elva vald,Tartumaa,6450646.999,641288.437,,
25049,8400442-1,Löövi,58.5531108,25.5927444,Tallinna suunas,,,0,,,,,,,Põhja-Sakala vald,Viljandimaa,,,,
140725,5901151-1,Rägavere tee,59.3364586,26.3907533,,,,0,,,,,Viru1,,Vinni vald,Lääne-Virumaa,6580020.0,636037.625,"lisatud, 541a/post puudub (25.04.2018)",Vinni VV korraldus 3.05.2018 nr 205
26452,5100521-1,Tammiku tee,58.93445,25.92541,,,,0,,,,,tartu2,,Järva vald,Järvamaa,6534405.217,610852.251,,
24942,7000506-1,Sipa,58.9123867,24.2892856,,,,0,,,,,Rapla3,,Märjamaa vald,Raplamaa,6530392.499,516667.968,,Märjamaa VV määrus 07.10.2015 nr 882
30236,5100530-1,Tasi,59.08201,25.68419,,,,0,,,,,tartu1,,Järva vald,Järvamaa,6550463.028,596554.89,,
157365,00175-1,Siimeoni,59.4394514,24.7600937,,,,0,,,,,Harju1,,Kesklinn,Tallinna linn,6589313.513,543128.746,,
149136,5901230-1,Metskaevu,59.1610176,26.1488397,,,,0,,,,,Viru5,,Tapa vald,Lääne-Virumaa,6560020.499,622903.312,,Tapa VV määrus 15.07.2020 nr 403
22917,4420073-1,Veehoidla,59.355361,28.1829281,,,,0,,,,,,,Narva linn,Narva linn,,,,
1194,09901-1,Kolde puiestee,59.4401453,24.7074946,,,,0,,,,,Harju1,,Põhja-Tallinn,Tallinna linn,6589358.159,540143.5,,
28710,7400859-1,Viki,58.3502406,22.0815236,,,,0,,,,,,,Saaremaa vald,Saaremaa,6469350.05,387686.01,,
134773,5701054-1,Laimi,59.2213953,23.6799359,,,,0,,,,,Laane3,,Lääne-Nigula vald,Läänemaa,6564821.121,481722.902,uus peatus 2016; asukoht nihutatud 27.09.23,Lääne-Nigula VV 15.11.2022 nr 2-3/22-546
28627,7400818-1,Vahtraste,58.6489485,23.2915749,,,,0,,,,,,,Muhu vald,Saaremaa,6501230.919,458872.92,,
28862,6700295-1,Kilksamaa,58.4508993,24.5589068,,,,0,,,,,,,Tori vald,Pärnumaa,6479090.95,532630.93,,
93568,5900064-1,Einjärve,59.1691609,26.0624007,,,,0,,,,,Viru5,,Tapa vald,Lääne-Virumaa,6560771.999,617933.125,,Tamsalu VV määrus 2.02.2016 nr 48
87446,3700077-1,Kiduspe,58.8906387,22.2668246,Märjakaasiku-Luidja suund,,,0,,,,,,,Hiiu vald,Hiiumaa,6529224.999,400086.656,,
159111,7000767-1,Entusiasti,59.2057352,24.6363736,,,,0,,,,,Kohila,,Kohila vald,Raplamaa,6563205.5,536355.937,planeeritav,Kohila VV määrus 29.01.2024 nr 34
91564,4900290-1,Loopre,58.712725,25.9889688,Aidu-Kalana-Põltsamaa mnt suunas,,,0,,,,,,,Põltsamaa vald,Jõgevamaa,,,,
139395,5901085-1,Karkuse,59.2026273,25.9974782,,,,0,,,,,Viru5,,Tapa vald,Lääne-Virumaa,6564386.0,614110.812,tinglik; Tapa valla kooliliin,Tapa VV määrus 15.07.2020 nr 403
139444,5901097-1,Põdrangu,59.1393291,26.1289671,,,,0,,,,,Viru5,,Tapa vald,Lääne-Virumaa,6557569.5,621843.749,tinglik; Tapa valla kooliliin,Tapa VV määrus 15.07.2020 nr 403
25713,7800026-1,Alasoo,58.6231858,27.151803,Kallaste suunas,,,0,,,,,,,Peipsiääre vald,Tartumaa,6502445.499,683046.375,,
29694,6500440-1,Partsi,58.0126492,27.1758317,Rihemõtsa suunas,,,0,,,,,,,Põlva vald,Põlvamaa,6434586.999,687659.187,,
25788,5900447-1,Moora,59.0693537,26.524753,,,,0,,,,,Viru4,,Vinni vald,Lääne-Virumaa,6550566.01,644778.589,,Laekvere VV korraldus 1.09.2015 nr 146
1352,13101-1,Hotell Olümpia,59.4307535,24.758736,,,,0,,,,,Harju1,,Kesklinn,Tallinna linn,6588343.709,543062.67,,
144712,21987-1,Loigu,59.1258484,24.4865001,,,,0,,,,,Harju4A,,Saue vald,Harjumaa,6554235.1,527858.4,post 541a puudu 01.2025,Saue valla korraldus nr 505 24.04.2019
22602,8400673-1,Pinska,58.3479013,25.5210718,Pärnu suunas,,,0,,,,,,,Viljandi vald,Viljandimaa,,,,
28590,8400178-1,Kantreküla,58.36091,25.577819,Pärnu mnt suunas,,,0,,,,,ViljandiLinn,,Viljandi linn,Viljandimaa,,,,
20280,7000300-1,Lokuta,58.7951,24.931551,,,,0,,,,,Rapla2,,Kehtna vald,Raplamaa,6517666.459,553853.679,kaupluse pool teed,Kehtna VV määrus 17.11.2015 nr 331
88445,6500426-1,Paali,57.9376769,26.7277695,Looduse suunas,,,0,,,,,,,Kanepi vald,Põlvamaa,6425078.499,661538.562,,
93362,5900561-1,Piibe,58.9492188,26.1818954,,,,0,,,,,Viru4,,Väike-Maarja vald,Lääne-Virumaa,6536501.499,625560.562,,Väike-Maarja VV määrus 5.09.2018 nr 526
5098,22123-1,Nõmme,59.2075223,24.9427161,,,,0,,,,,Harju3,,Kose vald,Harjumaa,6563610.556,553853.477,KP,Kose VV korraldus 1.nov 2016 nr 619
31659,4900682-1,Vaimastvere,58.8154556,26.2861154,Kärde suunas,,,0,,,,,,,Jõgeva vald,Jõgevamaa,,,,
1315,12301-1,Hotell Olümpia,59.4310433,24.760442,,,,0,,,,,Harju1,,Kesklinn,Tallinna linn,6588377.09,543159.13,,
30859,8600811-1,Vindi,57.8203735,27.0029153,Kubija suunas,,,0,,,,,,,Võru linn,Võrumaa,6412722.53,678407.02,,
27214,6700742-1,Pärnu-Jaagupi,58.6112797,24.5035318,,,,0,,,,,Parnu2,,Põhja-Pärnumaa vald,Pärnumaa,6496927.979,529263.92,,
29096,6701123-1,Vainu,58.420196,24.66213,,,,0,,,,,PärnuMVLL,,Tori vald,Pärnumaa,6475726.273,538691.039,,
31106,4900745-1,Vägeva,58.9075373,26.2793772,Koluvere suunas,,,0,,,,,,,Jõgeva vald,Jõgevamaa,,,,
10844,37905-1,Kehra,59.3372224,25.3340591,Rong Tallinna suunas,,,0,,,,,Harju4B,Kehra,Anija vald,Harjumaa,6578435.5,575919.437,rong,Anija VV määrus 23.01.2024 nr 2-3/47
23392,7800529-1,Akvarelli,58.3593665,26.7965148,Luunja suunas,,,0,,,,,,,Tartu linn,Tartumaa,6472172.079,663649.81,,
92142,8200626-1,Tamme,57.9666841,25.8600089,Taagepera suunas,,,0,,,,,,,Tõrva vald,Valgamaa,6426550.499,610076.437,,
140449,5901146-1,Varangu mõis,59.4693205,26.3448118,,,,0,,,,,Viru3,,Haljala vald,Lääne-Virumaa,6594720.0,632907.25,"lisatud, 541a/post puudub (10.04.2018)",Haljala VV määrus 4.07.2018 nr 332
150409,00149-1,Löwenruh,59.4186339,24.6928453,,,,0,,,,,Harju1,,Kristiine,Tallinna linn,6586953.145,539337.08,,
139105,05908-1,Valdeku,59.3755707,24.7203936,Rong Viljandi suunas,,,0,,,,,Harju1,,Nõmme,Tallinna linn,6582172.5,540952.625,,
29484,8600534-1,Pässa,57.8592904,27.1657299,Voki-Tamme suunas,,,0,,,,,,,Võru vald,Võrumaa,6417496.989,687868.55,,
93441,5900245-1,Kiviranna,59.1972239,26.8229771,,,,0,,,,,Viru3,,Vinni vald,Lääne-Virumaa,6565478.999,661271.0,,Vinni VV korraldus 3.05.2018 nr 205
164213,6501107-1,Allika,58.17903,26.80824,Liiva suunas,,,0,,,,,,,Kanepi vald,Põlvamaa,6452132.896,665176.208,Rajatav peatus,
29275,6500759-1,Varesmäe tee,58.0544648,27.5536727,Võõpsu suunas,,,0,,,,,,,Setomaa vald,Võrumaa,6440357.676,709719.323,Kuni 25.09.24 nimi Varesmäe.,
22358,7800609-1,Nõgiaru,58.3131053,26.5462253,Tartu suunas,,,0,,,,,,,Nõo vald,Tartumaa,6466439.989,649205.99,,
26364,6700327-1,Kotimäe,58.2960031,24.2710043,,,,0,,,,,,,Pärnu linn,Pärnumaa,6461735.05,515892.02,,
30731,5700189-1,Kündamägi,59.01369,23.68563,,,,0,,,,,Laane2,,Lääne-Nigula vald,Läänemaa,6541682.901,481939.621,,Lääne-Nigula VV 15.11.2022 nr 2-3/22-546
20552,8600050-1,Haigla,57.8093308,26.9986543,,,,0,,,,,,,Võru vald,Võrumaa,6411482.5,678209.0,,
30715,4900566-1,Salu,58.7007235,26.9961893,Pala suunas,,,0,,,,,,,Peipsiääre vald,Tartumaa,6510659.0,673629.375,,
20110,8400093-1,Iia,58.33452,25.1897858,Tipu suunas,,,0,,,,,,,Põhja-Sakala vald,Viljandimaa,,,,
5436,28454-1,Valkla,59.4573319,25.3521303,,,,0,,,,,Harju4B,,Kuusalu vald,Harjumaa,6591834.0,576678.0,,Kuusalu VV 24.09.2020 korraldus nr 587
27122,4400683-1,Savala,59.3178828,27.0092834,,,,0,,,,,Viru7,Savala,Lüganuse vald,Ida-Virumaa,6579369.329,671304.58,,
1534,18303-1,Metsakooli tee,59.461929,24.8748027,,,,0,,,,,Harju1,,Pirita,Tallinna linn,6591896.76,549604.49,,
29160,6700798-1,Riida,58.2884614,24.1510038,,,,0,,,,,,,Pärnu linn,Pärnumaa,6460872.94,508856.95,,
92382,4900371-1,Nava,58.6224536,26.5732402,,,,0,,,,,,,Jõgeva vald,Jõgevamaa,,,,
5413,29702-1,Tsitre,59.5149474,25.5262586,,,,0,,,,,Harju4B,,Kuusalu vald,Harjumaa,6598462.999,586405.0,,Kuusalu VV 24.09.2020 korraldus nr 587
132134,7400929-1,Kaluri(tellimisel),58.2250712,22.3808044,,,,0,,,,,,,Saaremaa vald,Saaremaa,6454951.0,404866.687,,
27692,7000437-1,Põllu,58.8432773,24.9559156,,,,0,,,,,Rapla2,,Kehtna vald,Raplamaa,6523051.959,555185.65,,Kehtna VV määrus 17.11.2015 nr 331
122847,6500271-1,Laaneniidu,57.9541342,26.8905599,Ridali suunas,,,0,,,,,,,Kanepi vald,Põlvamaa,6427313.5,671094.25,,
28470,7400165-1,Metsküla kalmistu,58.5707722,22.4994565,,,,0,,,,,,,Saaremaa vald,Saaremaa,6493282.919,412697.97,,
156376,4990506-1,Lohusuu keskus,58.9460128,27.0491323,Suunaga Lohusuu kool,,,0,,,,,Viru7,,Lohusuu alevik,Jõgevamaa,,,,
20649,4400643-1,Rausvere,59.302989,27.496364,Jõhvi suunas,,,0,,,,,,,Alutaguse vald,Ida-Virumaa,6579056.936,699094.902,,
1030,06401-1,Risti,59.3911119,24.7215847,,,,0,,,,,Harju1,,Nõmme,Tallinna linn,6583904.469,541001.71,,
22786,8600657-1,Suureküla,57.9171376,26.9457368,Kungla suunas,,,0,,,,,,,Võru vald,Võrumaa,6423338.95,674539.03,,
156210,,Vilnius Savanoriu prospektas,54.6734401,25.2469683,,,,0,,,,,,,,REM,6058755.334,580624.02,,
26502,7801134-1,Vorbuse tee,58.3998266,26.6840538,Tartu suunas,,,0,,,,,,,Tartu linn,Tartu linn,6476405.979,656892.0,,
25839,7800731-1,Põllu,58.2476313,26.2774328,Konguta suunas,,,0,,,,,,,Elva vald,Tartumaa,6458585.499,633709.0,,
23278,8600228-1,Kulla,57.824212,26.4784024,Anne suunas,,,0,,,,,,,Antsla vald,Võrumaa,6411876.469,647244.93,,
29483,7800977-1,Turba,58.3291937,26.2131773,Tartu suunas,,,0,,,,,,,Elva vald,Tartumaa,6467538.5,629638.25,,
24693,5100512-1,Taadikvere,58.71294,25.75191,,,,0,,,,,,,Järva vald,Järvamaa,6509466.925,601509.992,,
30037,4900030-1,Annikvere,58.6466043,26.0288584,Tln-Tartu-Võru-Luhamaa mnt suunas,,,0,,,,,,,Põltsamaa vald,Jõgevamaa,,,,
34112,7890025-1,Tartu,58.3739301,26.7061845,Rong Tallinna suunas,,,0,,,,,TartuLinn,Tartu,Tartu linn,Tartu linn,6473576.0,658301.25,,
28602,5700244-1,Ungru tee,58.9339809,23.5280133,,,,0,,,,,Laane1,,Haapsalu linn,Läänemaa,6532857.5,472822.281,,Haapsalu LV määrus 16.01.2019 nr 44
161178,22771-1,Tuuliku,59.0593205,24.1934609,,,,0,,,,,Harju4A,,Saue vald,Harjumaa,6546739.386,511099.587,lisatud 5.07.202,Saue valla korraldus nr 709 31.07.2024
28817,5100047-1,Ellavere tee,58.9858117,26.0084141,,,,0,,,,,,,Järva vald,Järvamaa,6540263.88,615458.4,,
1024,06203-1,Kalmistu,59.3922332,24.7085871,,,,0,,,,,Harju1,,Nõmme,Tallinna linn,6584021.499,540261.875,,
25499,6500376-1,Muhulaane,58.0002561,26.8225583,Põlgaste suunas,,,0,,,,,,,Kanepi vald,Põlvamaa,6432274.5,666855.5,,
138277,8200767-1,Ööbiku,58.0163889,26.5494374,,,,0,,,,,,,Otepää vald,Valgamaa,6433423.499,650649.875,,
5541,35001-1,Loksa,59.5798933,25.7247145,"Pärispea, Võsu suunas",,,0,,,,,Harju4B,,Loksa linn,Harjumaa,6605968.5,597451.687,KP; Endine Loksa bussijaam TLN-ST,
27078,6700330-1,Kotkapesa,58.2417465,24.5911886,,,,0,,,,,,,Häädemeeste vald,Pärnumaa,6455812.979,534720.919,,
26492,7800960-1,Tordi,58.4116669,26.9275008,Pilka suunas,,,0,,,,,,,Tartu vald,Tartumaa,6478318.699,671056.1,,
24972,6700922-1,Sookatse,58.6210597,23.9035059,,,,0,,,,,,,Koonga vald,Pärnumaa,6497911.479,494393.54,,
161385,,Lindmetsa(tellimisel),58.0517603,22.0724654,peatus ettetellimisel dispetšerilt 6310263,,,0,,,,,,,Torgu vald,Saaremaa,6436134.999,386200.687,,
144527,4400996-1,Adru,59.4312078,27.0008935,,,,0,,,,,,,Lüganuse vald,Ida-Virumaa,6591960.0,670262.687,,
30771,6500602-1,Seto talumuuseum,57.9432743,27.6490767,Värska suunas,,,0,,,,,,,Setomaa vald,Võrumaa,6428294.14,716017.47,,
30167,4900034-1,Arukse,58.6779182,26.0247802,Sulustvere suunas,,,0,,,,,,,Põltsamaa vald,Jõgevamaa,,,,
22764,5100595-1,Virika,58.858782,25.4426959,,,,0,,,,,tartu1,,Türi vald,Järvamaa,6525281.0,583247.062,,
147394,47370-1,Suurearu,59.2680773,24.4529727,,,,0,,,,,Harju3,,Saue vald,Harjumaa,6570065.0,525831.562,peatus tähistatud 08.2020,Saue valla korraldus nr 1362 20.11.2019
155755,4990503-2,Viadukti,58.751659,26.39378,Tähe tn.suunas,,,0,,,,,,,Jõgeva vald,Jõgevamaa,,,,
139356,5901076-1,Kasendiku,59.2765702,25.8757219,,,,0,,,,,Viru5,,Tapa vald,Lääne-Virumaa,6572418.999,606926.75,tinglik; Tapa valla kooliliin,Tapa VV määrus 15.07.2020 nr 403
136005,4990039-1,Tõrenurme,58.6427442,26.1685875,,,,0,,,,,,,Põltsamaa vald,Jõgevamaa,,,,
25985,5100395-1,Pähu,59.00921,25.87333,,,,0,,,,,tartu2,,Järva vald,Järvamaa,6542644.483,607622.086,,
123106,8400459-1,Meierei,58.3623073,25.571355,Kesklinna suunas,,,0,,,,,ViljandiLinn,,Viljandi linn,Viljandimaa,,,,
28008,8400222-1,Kirikumõis,58.3624011,25.5644372,Pargi tänaval,,,0,,,,,ViljandiLinn,,Viljandi linn,Viljandimaa,,,,
142900,8600877-1,Oravasaare,57.5972067,27.2074413,Misso suunas,,,0,,,,,,,Rõuge vald,Võrumaa,6388456.999,691737.312,,
153679,22419-1,Mardi,59.181876,24.9623537,,,,0,,,,,Harju3,,Kose vald,Harjumaa,6560769.898,555016.204,lisatud 7.12.21,Kose VV korraldus 21.12.2021 nr 910
151231,23508-2,Ämari,59.2469271,24.2415386,,,,0,235080,,,,Harju4A,,Lääne-Harju vald,Harjumaa,6567646.5,513782.718,"Suund: Keilasse, Tallinna",
152006,4401101-1,Meene,59.3357751,27.3215396,Sompa suunas,,,0,,,,,,,Jõhvi vald,Ida-Virumaa,6582198.9,688967.372,,
115088,5700359-1,Laine,58.9516693,23.5322858,,,,0,,,,,Laane1,,Haapsalu linn,Läänemaa,6534826.0,473082.031,,Haapsalu LV määrus 16.01.2019 nr 44
28989,5700010-1,Nurme,58.8881096,23.5383928,,,,0,,,,,Laane1,,Haapsalu linn,Läänemaa,6527743.999,473384.781,,Ridala VV määrus 08.10.2015 nr 477
32137,5700484-1,Virtsu sadam,58.5743889,23.5091116,,,,0,,,,,,Virtsu,Lääneranna vald,Pärnumaa,6492813.719,471440.8,,
26916,7800807-1,Rätsepa,58.4238471,26.8598253,"Aovere, Kõrveküla suunas",,,0,,,,,,,Tartu vald,Tartumaa,6479503.499,667046.375,,
1085,07406-2,Tondi,59.4112097,24.7341514,,,,0,,,,,Harju1,Tondi,Kesklinn,Tallinna linn,6586151.046,541691.238,,
162024,5901254-1,Hooldekodu,59.2752639,25.9995813,,,,0,,,,,Viru5,,Tapa vald,Lääne-Virumaa,6572477.499,613989.75,lisatud (30.10.2024),Tapa VV määrus 11.12.2024 nr 756
1520,17906-1,Sarapuu,59.4589856,24.8351587,,,,0,,,,,Harju1,,Pirita,Tallinna linn,6591540.21,547360.73,,
22093,6700615-1,Niidupark,58.3849968,24.5365916,Tammiste suunas,,,0,,,,,"PärnuLinn,PärnuMVLL",,Pärnu linn,Pärnumaa,6471740.42,531386.84,,
78014811,7801481-1,Tammevaldma,58.53996,26.98451,,0,,0,,,,,,,Peipsiääre vald,Tartumaa,6492740.533,673749.447,,
27396,6700368-1,Kõlli,58.5793998,24.5121356,,,,0,,,,,Parnu2,,Põhja-Pärnumaa vald,Pärnumaa,6493381.06,529791.05,,
20591,7000390-1,Pae,59.0064728,24.9038333,,,,0,,,,,Rapla1,,Kehtna vald,Raplamaa,6541186.56,551934.16,,Kehtna VV määrus 17.11.2015 nr 331
5421,29308-1,Kahala-Liiva,59.4662159,25.5088369,,,,0,,,,,Harju4B,,Kuusalu vald,Harjumaa,6593012.999,585541.0,KP,Kuusalu VV 24.09.2020 korraldus nr 587
826,00911-1,Sinilille,59.419441,24.6459008,,,,0,,,,,Harju1,,Haabersti,Tallinna linn,6587016.449,536670.97,,
13279,30302-1,Saunja küla,59.4258874,25.3043461,,,,0,,,,,Harju3,,Kuusalu vald,Harjumaa,6588277.914,574036.666,,Kuusalu VV 24.09.2020 korraldus nr 587
21232,5700083-1,Kabelimäe,58.93304,23.74639,,,,0,,,,,Laane2,,Lääne-Nigula vald,Läänemaa,6532684.687,485396.265,,Lääne-Nigula VV 15.11.2022 nr 2-3/22-546
29459,4400209-1,Kalmaküla,58.892692,26.9708441,Vilusi suunas,,,0,,,,,Viru7,,Mustvee vald,Jõgevamaa,,,,
129606,22188-1,Kurena 5,59.1821124,25.0822163,,,,0,,,,,Harju4B,Kurena,Kose vald,Harjumaa,6560900.655,561867.567,,Kose VV korraldus 1.nov 2016 nr 619
20323,6701064-1,Tõitoja,58.170548,24.814738,,,,0,,,,,,,Surju vald,Pärnumaa,6448021.261,547945.89,,
20422,7800383-1,Kärnise,58.4521542,26.5705462,Kardla tee peatuse suunas,,,0,,,,,,,Tartu linn,Tartu linn,6481969.999,650037.125,,
31778,6700799-1,Riida,58.2881312,24.1500486,,,,0,,,,,,,Pärnu linn,Pärnumaa,6460836.03,508801.01,,
13226,23296-1,Männituka tee,59.30916,24.64214,,,,0,,,,,Harju2,,Saku vald,Harjumaa,6574729.426,536575.067,peatus tähistatud ja asukoht muudetud (10.2025),Saku VV korraldus 23.09.2025 nr 520
29070,8200095-1,Urmi,58.1299047,26.3719796,Elva suunas,,,0,,,,,,,Elva vald,Tartumaa,6445674.0,639721.187,,
987,05202-1,Hiiu,59.3759976,24.6786411,Vabaduse puiesteel Kesklinna suunas,,,0,,,,,Harju1,Hiiu,Nõmme,Tallinna linn,6582195.31,538578.7,,
146583,4401044-1,Iisaku kool,59.0945189,27.3142168,Tartu suunas,,,0,,,,,,,Alutaguse vald,Ida-Virumaa,6555336.0,689878.437,,
26876,5100138-1,Maarjamõisa tee,59.12919,25.7433,,,,0,,,,,,,Järva vald,Järvamaa,6555803.339,599806.354,,
1259,11501-1,Laulupeo,59.4331838,24.7777498,,,,0,,,,,Harju1,,Kesklinn,Tallinna linn,6588626.799,544138.63,,
94088,7800829-1,Saki,58.3127883,27.2868468,Võnnu suunas,,,0,,,,,,,Kastre vald,Tartumaa,6468291.599,692576.5,,
144776,4401014-1,Pühajõe,59.411629,27.546696,Voka suunas,,,0,,,,,,,Jõhvi vald,Ida-Virumaa,6591293.188,701318.696,,
3993,19009-1,Pojengi tee,59.4897382,24.8759415,,,,0,,,,,Harju1,,Pirita,Tallinna linn,6594995.469,549628.6,,
